Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,831.45,2024-05-03 05:30:00,836.2,820.0,2024-05,834.8,22667634,2024-05-03,2024-05
BAJFINANCE,6931.5,2024-05-03 05:30:00,7400.0,6906.95,2024-05,7329.0,6818601,2024-05-03,2024-05
TITAN,3533.9,2024-05-03 05:30:00,3599.0,3492.0,2024-05,3595.0,1681592,2024-05-03,2024-05
ITC,436.45,2024-05-03 05:30:00,440.05,431.35,2024-05,440.05,22904276,2024-05-03,2024-05
TCS,3843.4,2024-05-03 05:30:00,3893.6,3797.6,2024-05,3890.15,2962234,2024-05-03,2024-05
LT,3499.8,2024-05-03 05:30:00,3622.0,3488.45,2024-05,3610.0,4079696,2024-05-03,2024-05
TATACONSUM,1080.87,2024-05-03 05:30:00,1101.21,1076.42,2024-05,1081.56,2899770,2024-05-03,2024-05
RELIANCE,1434.0,2024-05-03 05:30:00,1474.95,1416.15,2024-05,1471.0,17226958,2024-05-03,2024-05
HCLTECH,1348.05,2024-05-03 05:30:00,1370.0,1333.55,2024-05,1370.0,5964228,2024-05-03,2024-05
JSWSTEEL,874.2,2024-05-03 05:30:00,903.7,866.0,2024-05,895.85,3672279,2024-05-03,2024-05
ULTRACEMCO,9816.3,2024-05-03 05:30:00,10030.0,9779.35,2024-05,9982.0,517348,2024-05-03,2024-05
POWERGRID,310.85,2024-05-03 05:30:00,316.1,308.25,2024-05,312.0,27074447,2024-05-03,2024-05
INFY,1416.3,2024-05-03 05:30:00,1424.8,1403.2,2024-05,1422.1,8842345,2024-05-03,2024-05
TRENT,4523.65,2024-05-03 05:30:00,4680.55,4482.0,2024-05,4680.2,1313008,2024-05-03,2024-05
BHARTIARTL,1277.4,2024-05-03 05:30:00,1310.5,1258.15,2024-05,1306.0,11290875,2024-05-03,2024-05
TATAMOTORS,1013.4,2024-05-03 05:30:00,1040.2,996.0,2024-05,1038.0,11871773,2024-05-03,2024-05
WIPRO,457.35,2024-05-03 05:30:00,462.0,453.2,2024-05,460.4,4865313,2024-05-03,2024-05
TECHM,1250.45,2024-05-03 05:30:00,1272.0,1243.05,2024-05,1270.0,2322455,2024-05-03,2024-05
NTPC,364.95,2024-05-03 05:30:00,380.4,360.35,2024-05,372.3,26844664,2024-05-03,2024-05
HINDUNILVR,2217.05,2024-05-03 05:30:00,2235.65,2204.0,2024-05,2232.0,2595307,2024-05-03,2024-05
APOLLOHOSP,6009.6,2024-05-03 05:30:00,6027.7,5960.05,2024-05,6000.0,563849,2024-05-03,2024-05
M&M,2193.0,2024-05-03 05:30:00,2210.0,2172.35,2024-05,2210.0,3859227,2024-05-03,2024-05
GRASIM,2481.35,2024-05-03 05:30:00,2487.0,2438.8,2024-05,2442.0,1192695,2024-05-03,2024-05
ICICIBANK,1142.05,2024-05-03 05:30:00,1157.4,1135.45,2024-05,1141.3,19933604,2024-05-03,2024-05
ADANIENT,2993.25,2024-05-03 05:30:00,3045.0,2975.1,2024-05,3030.0,1472168,2024-05-03,2024-05
ADANIPORTS,1320.3,2024-05-03 05:30:00,1354.0,1310.45,2024-05,1353.0,3528822,2024-05-03,2024-05
BEL,234.1,2024-05-03 05:30:00,238.0,231.15,2024-05,237.1,15782582,2024-05-03,2024-05
BAJAJFINSV,1627.3,2024-05-03 05:30:00,1725.0,1618.0,2024-05,1650.2,5227529,2024-05-03,2024-05
EICHERMOT,4599.25,2024-05-03 05:30:00,4655.6,4580.0,2024-05,4623.0,562484,2024-05-03,2024-05
COALINDIA,474.6,2024-05-03 05:30:00,475.8,449.4,2024-05,457.9,51071947,2024-05-03,2024-05
MARUTI,12492.15,2024-05-03 05:30:00,12830.0,12411.4,2024-05,12817.95,834990,2024-05-03,2024-05
INDUSINDBK,1483.7,2024-05-03 05:30:00,1517.95,1473.05,2024-05,1517.2,2119368,2024-05-03,2024-05
ASIANPAINT,2929.75,2024-05-03 05:30:00,2997.0,2909.25,2024-05,2983.05,1594445,2024-05-03,2024-05
TATASTEEL,166.5,2024-05-03 05:30:00,170.75,165.15,2024-05,168.95,62573586,2024-05-03,2024-05
HDFCLIFE,565.9,2024-05-03 05:30:00,581.8,565.25,2024-05,581.8,8574215,2024-05-03,2024-05
DRREDDY,1269.91,2024-05-03 05:30:00,1283.98,1251.6,2024-05,1259.98,2906840,2024-05-03,2024-05
SUNPHARMA,1511.15,2024-05-03 05:30:00,1537.0,1501.5,2024-05,1527.0,3183226,2024-05-03,2024-05
KOTAKBANK,1546.7,2024-05-03 05:30:00,1587.9,1543.85,2024-05,1583.0,16123589,2024-05-03,2024-05
SHRIRAMFIN,2588.55,2024-05-03 05:30:00,2658.0,2575.15,2024-05,2600.0,1524429,2024-05-03,2024-05
NESTLEIND,2456.1,2024-05-03 05:30:00,2523.05,2436.25,2024-05,2515.1,1128730,2024-05-03,2024-05
ONGC,286.1,2024-05-03 05:30:00,292.95,284.0,2024-05,284.0,28913016,2024-05-03,2024-05
CIPLA,1424.75,2024-05-03 05:30:00,1434.0,1415.2,2024-05,1428.0,804513,2024-05-03,2024-05
BPCL,314.93,2024-05-03 05:30:00,320.85,312.55,2024-05,320.0,8997336,2024-05-03,2024-05
BRITANNIA,4744.6,2024-05-03 05:30:00,4781.1,4707.9,2024-05,4781.1,262493,2024-05-03,2024-05
SBILIFE,1443.25,2024-05-03 05:30:00,1472.7,1438.4,2024-05,1469.0,1355425,2024-05-03,2024-05
HINDALCO,647.1,2024-05-03 05:30:00,655.05,638.4,2024-05,655.05,10633995,2024-05-03,2024-05
HEROMOTOCO,4552.75,2024-05-03 05:30:00,4579.95,4516.85,2024-05,4577.5,347594,2024-05-03,2024-05
AXISBANK,1141.5,2024-05-03 05:30:00,1163.25,1134.1,2024-05,1150.9,9993632,2024-05-03,2024-05
HDFCBANK,1519.6,2024-05-03 05:30:00,1540.6,1507.2,2024-05,1533.25,15932621,2024-05-03,2024-05
BAJAJ-AUTO,9105.6,2024-05-03 05:30:00,9258.6,9064.35,2024-05,9170.0,396042,2024-05-03,2024-05
